Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:59:07,12-04-2025 21:59:08,0.983s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:59:08,12-04-2025 21:59:08,0.204s,PASSED
,,,,,,,
Test Cases/WEB/TC41_Login_41,Chrome 135.0.0.0,,,12-04-2025 21:59:08,12-04-2025 21:59:14,6.463s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 21:59:08,12-04-2025 21:59:09,0.700s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 21:59:09,12-04-2025 21:59:11,2.554s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 21:59:11,12-04-2025 21:59:12,0.871s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:59:12,12-04-2025 21:59:13,0.722s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:59:13,12-04-2025 21:59:13,0.391s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:59:13,12-04-2025 21:59:14,0.979s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:59:14,12-04-2025 21:59:14,0.224s,PASSED
