Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:54:23,12-04-2025 21:54:24,0.620s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:54:24,12-04-2025 21:54:25,0.546s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:54:25,12-04-2025 21:54:26,1.003s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:54:26,12-04-2025 21:54:26,0.241s,PASSED
,,,,,,,
Test Cases/WEB/TC13_Login_13,Chrome 135.0.0.0,,,12-04-2025 21:54:26,12-04-2025 21:54:32,5.988s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 21:54:26,12-04-2025 21:54:27,0.750s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 21:54:27,12-04-2025 21:54:29,2.523s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 21:54:29,12-04-2025 21:54:30,0.665s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:54:30,12-04-2025 21:54:31,0.669s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:54:31,12-04-2025 21:54:31,0.302s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:54:31,12-04-2025 21:54:32,0.889s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:54:32,12-04-2025 21:54:32,0.169s,PASSED
,,,,,,,
Test Cases/WEB/TC12_Login_12,Chrome 135.0.0.0,,,12-04-2025 21:54:32,12-04-2025 21:54:38,5.879s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 21:54:32,12-04-2025 21:54:33,0.711s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 21:54:33,12-04-2025 21:54:35,2.528s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 21:54:35,12-04-2025 21:54:36,0.736s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:54:36,12-04-2025 21:54:36,0.595s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:54:36,12-04-2025 21:54:37,0.312s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:54:37,12-04-2025 21:54:38,0.798s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:54:38,12-04-2025 21:54:38,0.187s,PASSED
,,,,,,,
Test Cases/WEB/TC11_Login_11,Chrome 135.0.0.0,,,12-04-2025 21:54:38,12-04-2025 21:54:44,6.541s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 21:54:38,12-04-2025 21:54:38,0.713s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 21:54:38,12-04-2025 21:54:41,2.517s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 21:54:41,12-04-2025 21:54:42,0.914s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:54:42,12-04-2025 21:54:43,0.724s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:54:43,12-04-2025 21:54:43,0.417s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:54:43,12-04-2025 21:54:44,1.040s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:54:44,12-04-2025 21:54:44,0.199s,PASSED
