Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 22:01:43,12-04-2025 22:01:44,0.335s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 22:01:44,12-04-2025 22:01:44,0.788s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 22:01:44,12-04-2025 22:01:45,0.193s,PASSED
,,,,,,,
Test Cases/WEB/TC24_Login_24,Chrome 135.0.0.0,,,12-04-2025 22:01:45,12-04-2025 22:01:51,6.496s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 22:01:45,12-04-2025 22:01:45,0.716s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 22:01:45,12-04-2025 22:01:48,2.497s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 22:01:48,12-04-2025 22:01:49,0.753s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 22:01:49,12-04-2025 22:01:49,0.873s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 22:01:49,12-04-2025 22:01:50,0.460s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 22:01:50,12-04-2025 22:01:51,0.922s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 22:01:51,12-04-2025 22:01:51,0.264s,PASSED
,,,,,,,
Test Cases/WEB/TC22_Login_22,Chrome 135.0.0.0,,,12-04-2025 22:01:51,12-04-2025 22:01:58,6.594s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 22:01:51,12-04-2025 22:01:52,0.706s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 22:01:52,12-04-2025 22:01:54,2.687s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 22:01:54,12-04-2025 22:01:55,0.759s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 22:01:55,12-04-2025 22:01:56,0.837s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 22:01:56,12-04-2025 22:01:56,0.398s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 22:01:56,12-04-2025 22:01:57,0.976s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 22:01:57,12-04-2025 22:01:58,0.214s,PASSED
,,,,,,,
Test Cases/WEB/TC21_Login_21,Chrome 135.0.0.0,,,12-04-2025 22:01:58,12-04-2025 22:02:03,5.774s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 22:01:58,12-04-2025 22:01:58,0.678s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 22:01:58,12-04-2025 22:02:01,2.488s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 22:02:01,12-04-2025 22:02:01,0.680s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 22:02:01,12-04-2025 22:02:02,0.590s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 22:02:02,12-04-2025 22:02:02,0.322s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 22:02:02,12-04-2025 22:02:03,0.799s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 22:02:03,12-04-2025 22:02:03,0.202s,PASSED
