Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:55:12,12-04-2025 21:55:13,0.822s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:55:13,12-04-2025 21:55:14,0.548s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:55:14,12-04-2025 21:55:15,0.868s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:55:15,12-04-2025 21:55:15,0.196s,PASSED
,,,,,,,
Test Cases/WEB/TC16_Login_16,Chrome 135.0.0.0,,,12-04-2025 21:55:15,12-04-2025 21:55:21,6.315s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 21:55:15,12-04-2025 21:55:16,0.691s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 21:55:16,12-04-2025 21:55:18,2.495s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 21:55:18,12-04-2025 21:55:19,0.778s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:55:19,12-04-2025 21:55:19,0.663s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:55:19,12-04-2025 21:55:20,0.551s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:55:20,12-04-2025 21:55:21,0.941s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:55:21,12-04-2025 21:55:21,0.185s,PASSED
