Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:58:24,12-04-2025 21:58:25,0.917s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:58:25,12-04-2025 21:58:25,0.224s,PASSED
,,,,,,,
Test Cases/WEB/TC49_Login_49,Chrome 135.0.0.0,,,12-04-2025 21:58:25,12-04-2025 21:58:31,6.163s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 21:58:25,12-04-2025 21:58:26,0.691s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 21:58:26,12-04-2025 21:58:28,2.449s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 21:58:28,12-04-2025 21:58:29,0.655s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:58:29,12-04-2025 21:58:30,0.754s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:58:30,12-04-2025 21:58:30,0.515s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:58:30,12-04-2025 21:58:31,0.878s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:58:31,12-04-2025 21:58:31,0.194s,PASSED
,,,,,,,
Test Cases/WEB/TC50_Login_50,Chrome 135.0.0.0,,,12-04-2025 21:58:31,12-04-2025 21:58:37,6.163s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 21:58:31,12-04-2025 21:58:32,0.755s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 21:58:32,12-04-2025 21:58:35,2.525s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 21:58:35,12-04-2025 21:58:35,0.650s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:58:35,12-04-2025 21:58:36,0.613s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:58:36,12-04-2025 21:58:36,0.518s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:58:36,12-04-2025 21:58:37,0.900s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:58:37,12-04-2025 21:58:37,0.177s,PASSED
